"id","name_tc","description_tc","slug","series_last_rows","series_names"
"36","美國-ADP就業人口","美國非官方的就業調查，俗稱「小非農」。

非農與 ADP 就業的差別：
 
1. 樣本佔估計母體覆蓋率：非農高達 30% 、 ADP 則為 20%，兩者皆屬於可信度很高的數據。 

2. 採樣方式：美國為雙週發薪制，非農是將每月 12 日當週（須涵蓋 12 日，即 Week 2），有實際拿到薪水的民眾視為就業人口，而 ADP 則將當月有記載於企業薪資明細中的員工數量視為就業人口。

因此，當 Week 2（涵蓋 12 日當週）期間遇上暴風雪、颶風等天氣，部分服務業、營建業停工，員工未拿到薪水，非農數據就容易出現低估，而 ADP 則因統計當月資料，較不會遇上此問題。兩數據在天災特殊狀況下，常會出現分歧。","adp","[[[""2025-02-01"",""84000.0000""],[""2025-03-01"",""155000.0000""]]]","[""美國-ADP非農就業人口(SA,月變動)""]"
"37","美國-ISM製造業新訂單vs.生產","美國 ISM 製造業指數 2 大領先指標為「新訂單」與「生產」，可透露未來整體製造業的榮枯狀況。當新訂單與生產皆呈向上趨勢，美國製造業景氣將回溫，反之亦然。","ism-new-order","[[[""2025-02-01"",""48.6000""],[""2025-03-01"",""45.2000""]],[[""2025-02-01"",""50.7000""],[""2025-03-01"",""48.3000""]]]","[""美國-ISM製造業-新訂單指數"", ""美國-ISM製造業-生產指數""]"
"39","美國-各地區製造業指數","芝加哥、紐約、費城分別為美國 3 大製造業重鎮。芝加哥製造業指數以 50 為基準點；紐約與費城製造業指數則以 0 為基準點。

若指標大於基準點，代表情況好轉，反之亦然。","pmi-others","[[[""2025-02-01"",""45.5000""],[""2025-03-01"",""47.6000""]],[[""2025-03-01"",""-20.0000""],[""2025-04-01"",""-8.1000""]],[[""2025-03-01"",""12.5000""],[""2025-04-01"",""-26.4000""]]]","[""美國-芝加哥採購經理人指數"", ""美國-紐約聯儲製造業指數"", ""美國-費城聯儲製造業指數""]"
"40","美國-ISM製造業-存貨指數","美國 ISM 製造業指數中，廠商與客戶端「存貨」如保持低檔，則代表整體製造業廠商有機會於未來增加訂單，進入回補庫存階段。

而透過將 2 個細項相減，可了解上下游庫存狀況。當存貨減去客戶存貨差值擴大時，表示客戶（終端）存貨處在低點，供應鏈在補庫存階段；當差值開始逐漸下滑甚至轉負數時，反映終端存貨持續增加，拉貨動能放緩，邁入去庫存階段，也暗示著製造業循環的結束。","ism-inventory","[[[""2025-02-01"",""49.9000""],[""2025-03-01"",""53.4000""]],[[""2025-02-01"",""45.3000""],[""2025-03-01"",""46.8000""]],[[""2025-02-01"",4.600000000000001],[""2025-03-01"",6.600000000000001]]]","[""美國-ISM製造業-存貨指數(L)"", ""美國-ISM製造業-客戶端存貨指數(L)"", ""美國-ISM製造業指數-存貨減客戶端存貨(R)""]"
"41","美國-ISM製造業與服務業-僱傭指數","就業市場為美國經濟核心 - 消費的重要動能，製造業和服務業的「企業僱傭指數」榮枯將領先影響後續公佈的最新 ADP 、非農新增就業狀況。","ism-employ","[[[""2025-02-01"",""53.9000""],[""2025-03-01"",""46.2000""]],[[""2025-02-01"",""47.6000""],[""2025-03-01"",""44.7000""]]]","[""美國-ISM服務業-僱傭指數"", ""美國-ISM製造業-僱傭指數""]"
"42","美國-ISM服務業-商業活動與新訂單","美國 ISM 服務業指數兩大領先指標為「新訂單」與「商業活動」，可透露未來整體服務業的榮枯狀況。

","non-pmi-business","[[[""2025-01-01"",""54.5000""],[""2025-02-01"",""54.4000""]],[[""2025-01-01"",""51.3000""],[""2025-02-01"",""52.2000""]]]","[""美國-ISM服務業-商業活動指數"", ""美國-ISM服務業-新訂單指數""]"
"43","美國-耐久財各項訂單(年增率)","耐久財新訂單及未完成訂單（年增率），可以視為企業補庫存階段結束的領先指標。拉長到過往 20 年間來看，平均約 3 至 4 年會出現一次循環，符合我們認為一波庫存循環約 3 至 4 年的時間點。

企業開始大量增加新訂單以回補庫存時，通常會導致未完成訂單逐漸積壓，然當未完成訂單成長追上（大於）新訂單時，通常也意味著企業發現消費無法消化目前庫存，而快速反應減少新訂單，出現未完成訂單在高檔、新訂單快速下降影響經濟的局勢。
","durable-goods-items","[[[""2024-08-01"",""0.7700""],[""2024-09-01"",""0.9300""]],[[""2024-08-01"",""-0.2900""],[""2024-09-01"",""-0.6700""]],[[""2024-08-01"",""-0.1400""],[""2024-09-01"",""-7.8600""]],[[""2024-08-01"",""1.9300""],[""2024-09-01"",""1.4200""]],[[""2024-08-01"",""3.0600""],[""2024-09-01"",""1.3900""]]]","[""基本金屬"", ""機械"", ""運輸"", ""電器設備"", ""電腦與電子產品""]"
"44","美國-企業存貨銷售比","存貨銷售比 = 當期累積存貨金額 / 當期銷售金額，即為按照最近的銷售速度需要多少天才能賣完存貨，是評價存貨水平是否過高或過低最常用的指標，以判斷企業去化庫存力道。","inventory-sales","[[[""2025-01-01"",""1.4600""],[""2025-02-01"",""1.4500""]],[[""2025-01-01"",""1.3200""],[""2025-02-01"",""1.3000""]],[[""2025-01-01"",""1.3100""],[""2025-02-01"",""1.3100""]],[[""2025-01-01"",""1.3600""],[""2025-02-01"",""1.3500""]]]","[""製造業"", ""躉售業"", ""零售業"", ""總和""]"
"45","美國-工業生產&產能利用率","美國工業生產指數及產能利用率，除了能反映國內廠商生產及終端消費需求外，亦與海外需求息息相關，如 2014 年 7 月沙烏地增產、油價重挫，美國頁岩油廠大量緊縮產能；或是 2018 下半年中美貿易關稅影響浮現，海外經濟、需求前景轉弱，皆會使兩指標下降。","production","[[[""2025-02-01"",""1.4500""],[""2025-03-01"",""1.3400""]],[[""2025-02-01"",""78.1982""],[""2025-03-01"",""77.8491""]]]","[""美國-工業生產指數(SA,年增率,L)"", ""美國-產能利用率(SA,R)""]"
"46","美國-10年期減2年期公債利差","長天期公債殖利率常被拿來檢視該國景氣通膨狀況，短天期則常被拿來預測該國利率決策，兩者利差可代表著景氣循環的四個階段：

1. 經濟成長階段：
經濟活動強勁、通膨預期溫和，短利受央行升息影響上升較快，利差持續縮窄。

2. 經濟過熱階段：
經濟活動過熱、通膨預期強勁，迫使央行加快升息導致短利超越長利，利差反轉（翻負）。

3. 經濟衰退階段：
通膨抑制消費，利率高檔引發違約風險，整體經濟轉弱，央行降息刺激經濟，短利快速下降，利差開始擴大。

4. 經濟復甦階段：
央行維持寬鬆，債券殖利率曲線維持陡峭，長短利率穩定，利差高檔持穩。
","bonds-rate","[[[""2025-04-28"",""4.2053""],[""2025-04-29"",""4.1590""]],[[""2025-04-28"",""3.6887""],[""2025-04-29"",""3.6519""]],[[""2025-03-01"",""0.3238""],[""2025-04-01"",""0.5070""]]]","[""美國-10年期公債殖利率(L)"", ""美國-2年期公債殖利率(L)"", ""美國-10年期減2年期公債利差(R)""]"
"47","VIX波動率指數","此指標反映 S&P 500 指數期貨的波動程度，測量未來 30 天市場預期的波動程度。

通常 VIX 指數超過 40 時，表示市場對未來出現非理性恐慌；低於 15 時，則出現非理性繁榮的預期。","vix","[[[""2025-04-28"",""25.1500""],[""2025-04-29"",""24.1700""]]]","[""VIX波動率指數""]"
"48","美國-基準利率","美國的基準利率是有效聯邦資金利率（Effective Federal Funds Rate，EFFR），為聯邦資金市場中，機構進行隔夜無擔保拆借資金的利率水準，由市場每日交易決定。​

美國聯邦公開市場委員會（FOMC）會在每年八次的會議中分析貨幣信貸總量的增長情況，對經濟增長及通貨膨脹進行重點討論，目的在於尋求經濟成長及通貨膨脹之間的平衡，據此原則訂定基準利率目標區間，並承諾市場將基準利率控制在區間內。

當景氣過熱時，通常會啟動升息循環以防泡沫；當景氣處在衰退時，則是啟動降息循環以增加市場的流動性。","target-rate","[[[""2025-04-24"",""4.3300""],[""2025-04-25"",""4.3300""]],[[""2025-04-28"",""4.2053""],[""2025-04-29"",""4.1680""]],[[""2025-04-16"",""6727113.0000""],[""2025-04-23"",""6726930.0000""]]]","[""美國-基準利率(L)"", ""美國-實質GDP(SA,年增率,R)""]"
"50","美元貿易加權指數","美元貿易加權匯率指數 （Trade Weighted US dollar Index）由 Fed 編製，採用 26 種貨幣作為參考。

美元一直是 M平方著重的循環關鍵因子，掌控著全球資金，掌控著新興市場的走勢，也是行情、循環進一步延伸的重點指標。 16 ~ 18 年一次的美元循環驚人的相似，通常 6 至 7 年多頭，搭配 10 年空頭。","us-dollar","[[[""2025-04-04"",""116.0575""],[""2025-04-11"",""113.2927""]]]","[""美元貿易加權指數""]"
"51","美國-家庭資產負債表","美國家庭長期受惠股市、房市，因此淨資產持續攀升。不過，投資人應留意景氣衰退期間，股市、房市的修正會影響民眾對於未來財富的預期，更進一步縮減美國消費力道，使得家庭資產負債表有所變動。","us-balance-sheet","[[[""2024-07-01"",""190050.0000""],[""2024-10-01"",""190151.0800""]],[[""2024-07-01"",""20852.7960""],[""2024-10-01"",""20790.2860""]],[[""2024-07-01"",""169197.2040""],[""2024-10-01"",""169360.7930""]]]","[""美國-家庭資產(NSA)"", ""美國-家庭負債(NSA)"", ""美國-家庭淨資產(NSA)""]"
"52","美國-公共債務/GDP","當景氣不佳時，政府為了救經濟便會增加公共債務，來為家庭債務去槓桿。但是當公共債務佔 GDP 比重持續增加，甚至超過 GDP 時，對一國長期的總體經濟體質會帶來不好的影響。","public-debt","[[[""2024-07-01"",""120.7312""],[""2024-10-01"",""121.8503""]]]","[""美國-公共債務/GDP(SA)""]"
"53","美國-領先指標(經濟諮商局)＆GDP","此領先指標為經濟諮商局公佈，由以下 10 項指標統整編製而成。

1. 製造業員工平均每週工時
2. 初次申請失業救濟金人數
3. 製造業新訂單 - 消費性用品及相關原物料
4. ISM 新訂單
5. 製造業新訂單 - 扣除航空之非國防資本財
6. 建築許可 - 新增私人房屋單位數量
7. S&P 500 股價指數
8. 領先信用（貸）指數
9. 10 年期國庫券與聯邦基金之利率差
10. 消費者對商業狀況的平均預期

註：通常年增率出現衰退（< 0%）時，美國 GDP 皆在未來 2 至 3 季出現明顯下滑，屆時需特別留意衰退風險。","leading-gdp","[[[""2025-02-01"",-1.4605647517039921],[""2025-03-01"",-1.7595307917888536]],[[""2024-07-01"",""2.7000""],[""2024-10-01"",""2.5000""]]]","[""美國-經濟諮商局-領先指標(年增率)"", ""美國-實質GDP(SAAR,年增率)""]"
"54","美國-ISM製造業指數[Manufacturing PMI]","美國供應管理協會（Institute for Supply Management，ISM）每月針對製造業採購經理人進行問卷調查，內容包括新訂單、生產、僱傭指數、供應商交貨、存貨、客戶端存貨、價格、出口、未完成訂單、原物料輸入等 10 項指標，最後匯整成製造業採購經理人指數（Purchasing Managements' Index，PMI）。

製造業採購經理人指數（Manufacturing PMI）計算方式：

1. 針對新訂單、生產、僱傭指數、供應商交貨、存貨這 5 項指標，觀察經理人認為當月是「轉佳」、「持平」或「轉差」。

2. 再計算每個細項回答的人數：（認為更好的人數 / 總人數）x 1 +（認為持平的人數 / 總人數）x 0.5 +（認為變差的人數 / 總人數）x 0 。

3. 把新訂單、生產、僱傭指數、供應商交貨、存貨這 5 項指數加權計算，目前各項權重皆為 0.2 。意即製造業指數 PMI = 新訂單 x 0.2 + 生產 x 0.2 + 僱傭指數 x 0.2 + 供應商交貨 x 0.2 + 存貨 x 0.2 。

美國 ISM 製造業指數是市場非常重視的指標，不但意味美國本身狀況，同時也透露全球外需景氣。","ism","[[[""2025-02-01"",""50.3000""],[""2025-03-01"",""49.0000""]],[[""2025-02-01"",""53.5000""],[""2025-03-01"",""50.8000""]]]","[""美國-ISM製造業指數[PMI]""]"
"55","美國-ISM服務業指數[Services PMI]","美國供應管理協會（Institute for Supply Management，ISM）每月針對服務業採購經理人進行問卷調查，內容包括商業活動、新訂單、僱傭指數、供應商交貨、存貨、原物料價格、未完成訂單、新出口訂單、原物料進口、庫存景氣等十項指標，最後匯整成服務業指數（Services PMI）。

服務業指數計算方式與製造業指數雷同，只有在最後加權平均時所用的權重不同。

1. 針對商業活動、新訂單、僱傭指數、供應商交貨這四指標，觀察經理人認為當月是「轉佳」、「持平」或「轉差」三種狀況。

2. 再將每個細項回答的人數計算：（認為更好的人數 / 總人數）*1 +（認為持平的人數 / 總人數）*0.5 +（認為變差的人數 / 總人數）*0 。

3. 把商業活動、新訂單、僱傭指數、供應商交貨這四項指標加權計算，目前各項權重皆為 0.25 。意即非製造業指數 NMI = 商業活動 * 0.25 + 新訂單 * 0.25 + 雇員 * 0.25 + 供應商交貨 * 0.25 。

美國近八成為服務業，該指數可代表美國整體內需狀況。觀察過往，僅有在美國本身出現衰退時，才會位於 50 基準點之下。","ism-nonmanu","[[[""2025-02-01"",""53.5000""],[""2025-03-01"",""50.8000""]]]","[""美國-ISM服務業指數[Services PMI]""]"
"56","美國-領先、同時、落後指標","三項指標與景氣循環四階段的關係：

1. 經濟成長階段：就業好轉、收入提升，「同時指標」逐漸上揚。

2. 經濟過熱階段：隨著通膨升溫「落後指標」開始走升，此時消費與通膨開始拉扯。

3. 經濟衰退階段：「領先指標」相關經濟數據無法持續好轉，使得「領先指標」出現回落，但「同時指標」、「落後指標」卻不斷創高，顯示消費無法支撐快速上升的通膨，經濟衰退風險正逐漸堆積。

4. 經濟復甦階段：經濟數據好轉，「領先指標」率先向上。","leading-lagging-indicator","[[[""2025-02-01"",""101.2000""],[""2025-03-01"",""100.5000""]],[[""2025-02-01"",""114.3000""],[""2025-03-01"",""114.4000""]],[[""2025-02-01"",""119.2000""],[""2025-03-01"",""119.1000""]]]","[""美國-經濟諮商局-領先指標(SA)"", ""美國-經濟諮商局-同時指標(SA)"", ""美國-經濟諮商局-落後指標(SA)""]"
"57","歐元/美元",,"euro-usd","[[[""2025-04-29"",""1.1391""],[""2025-04-30"",""1.1383""]]]","[""歐元/美元""]"
